A'damse code[1];CBS-code;Provincie;Gemeente;Alternatieve namen;Burgemeesters;Bestaan vanaf;Ontstaan uit;Bestaan tot;Opgegaan in;Opmerkingen
10229;1401;Utrecht;Zuid-Polsbroek;Zuid Polsbroek;Lijst;01-04-1817;Polsbroek (Oud) (deels);08-09-1857;Polsbroek;
11394;1241;Noord-Holland;Zuidschalkwijk;"Zuid Schalkwijk; Zuid-Schalkwijk; Zuid-Schalkwijk c.a.; Zuidschalkwijk, Vijfhuizen en Nieuwerkerk aan den Drecht";Lijst;01-05-1817;Spaarnwoude;22-09-1863;Haarlemmerliede en Spaarnwoude;
10159;1238;Noord-Holland;Zuid-Scharwoude;"Zuid Scharwoude; Zuidscharwoude";Lijst;01-05-1817;Scharwoude (Langendijk);01-08-1941;Langedijk;
10081;1239;Zuid-Holland;Zuid-Waddinxveen;"Zuid Waddinxveen; Zuidwaddinxveen";Lijst;01-04-1817;Waddinxveen (Oud);01-07-1870;Waddinxveen;
10343;1403;Zuid-Holland;Zuidwijk;;Lijst;01-04-1817;Boskoop;01-01-1846;Boskoop;
10262;0137;Drenthe;Zuidwolde;;Lijst;;;01-01-1998;Wolden, De De Wolden;
10437;0735;Zeeland[2];Zuidzande;;Lijst;;;01-04-1970;Oostburg;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10059;1242;Utrecht;Zuilen;"Zuijlen; Zuilen en de Eng";Lijst;;;01-01-1954;Utrecht;
11036;1243;Gelderland;Zuilichem;Zuylichem;Lijst;;;01-07-1955;Brakel;
10218;0475;Noord-Holland;Zwaag;Zwaag en Hoog- en Laag-Zwaagdijk;Lijst;;;01-01-1979;Hoorn;
10675;1244;Zuid-Holland;Zwammerdam;;Lijst;;;01-02-1964;"Alphen aan den Rijn; Bodegraven";
10703;0641;Zuid-Holland;Zwartewaal;;Lijst;;;01-01-1980;Brielle;
10303;0192;Overijssel;Zwartsluis;;Lijst;;;01-01-2001;Zwartewaterland;
10872;0138;Drenthe;Zweeloo;Zweelo;Lijst;;;01-01-1998;Coevorden;
10654;1245 (194);Overijssel;Zwollerkerspel;;Lijst;;;01-08-1967;Zwolle;
