A'damse code[1];CBS-code;Provincie;Gemeente;Alternatieve namen;Burgemeesters;Bestaan vanaf;Ontstaan uit;Bestaan tot;Opgegaan in;Opmerkingen
10435;1343;Zuid-Holland;Meerdervoort;;Lijst;01-04-1817;Zwijndrecht;01-09-1855;Zwijndrecht;
10618;0557;Zuid-Holland;Meerkerk;Meerkerk en Bloemendaal;Lijst;;;01-01-1986;Zederik;
11416;0937;Limburg;Meerlo;Meerloo;Lijst;;;01-07-1969;Meerlo-Wanssum;
11416;0993;Limburg;Meerlo-Wanssum;;Lijst;01-07-1969;"Meerlo; Wanssum";01-01-2010;Venray;
10216;1111;Noord-Brabant;Meeuwen;;Lijst;01-08-1908;Meeuwen, Hill en Babyloniënbroek (naamswijziging);01-05-1923;Eethen;
10216;1264;Noord-Brabant[2];Meeuwen, Hill en Babyloniënbroek;Meeuwen c.a.;Lijst;;;01-08-1908;Meeuwen (naamswijziging);Viel van 19-09-1814 tot 10-02-1815 onder Zuid-Holland
10988;;Noord-Brabant;Megen;;Lijst;;;02-02-1821;Megen, Haren en Macharen;
10988;0813;Noord-Brabant;Megen, Haren en Macharen;"Megen; Megen c.a.";Lijst;02-02-1821;"Haren en Macharen; Megen";01-01-1994;Oss;
10925;0941;Limburg;Meijel;"Meiel; Meyel";Lijst;;;01-01-2010;Peel en Maas;
10196;0939;Limburg;Melick en Herkenbosch;"Herkenbosch en Melick; Melik; Melik-Herkenbosch";Lijst;24-02-1817;Pruisen;01-01-1993;Roerdalen (naamswijziging);
11221;1112 (686);Zeeland;Meliskerke;Melis- en Mariekerke;Lijst;;;01-07-1966;Mariekerke;
10918;1113 (558);Zuid-Holland;Melissant;"Melissand; Melissant, Noordschorren en Wellestrijpe; Meliszand; Mellisant";Lijst;01-04-1817;Dirksland;01-01-1966;Dirksland;
11144;;Friesland;Menaldum;;Lijst;01-01-1812;;01-10-1816;Menaldumadeel;
11144;0083;Friesland;Menaldumadeel;;Lijst;01-10-1816;Berlikum, Dronrijp, Marssum, Menaldum;01-01-2011;Menameradiel (naamswijziging);
11144;1908;Friesland;Menameradiel;;Lijst;01-01-2011;Menaldumadeel (naamswijziging);01-01-2018;Waadhoeke;
10282;1987;Groningen;Menterwolde;;Lijst;01-02-1991;Oosterbroek (naamswijziging);01-01-2018;Midden-Groningen;
10763;0940;Limburg;Merkelbeek;;Lijst;;;01-01-1982;Onderbanken;
11070;1114;Limburg;Mesch;;Lijst;;;01-01-1943;Eijsden;
11102;;Friesland;Metslawier;;Lijst;01-01-1812;;01-10-1816;Oostdongeradeel;
10538;0942;Limburg;Mheer;Meer;Lijst;;;01-01-1982;Margraten;
10483;1344;Zuid-Holland;Middelburg (Zuid-Holland);;Lijst;01-04-1817;Boskoop;01-09-1855;Reeuwijk;
11067;0559;Zuid-Holland;Middelharnis;;Lijst;;;01-01-2013;Goeree-Overflakkee;
10452;0421;Noord-Holland;Middelie;Middelie en Axwijk;Lijst;;;01-08-1970;Zeevang;
11199;0027;Groningen;Middelstum;;Lijst;;;01-01-1990;Loppersum;
10837;0688;Zeeland;Middenschouwen;;Lijst;01-01-1961;"Duivendijke; Elkerzee; Ellemeet; Kerkwerve";01-01-1997;Schouwen-Duiveland;
10520;1697;Drenthe;Middenveld;;Lijst;01-01-1998;"Beilen; Smilde; Westerbork";01-01-2000;Midden-Drenthe (naamswijziging);
10356;0028;Groningen;Midwolda;Midwolde;Lijst;;;01-01-1990;Scheemda;
10924;0422;Noord-Holland;Midwoud;Midwoud en Oostwoud;Lijst;01-05-1817;Nibbixwoud;01-01-1979;Noorder-Koggenland;
10215;0814;Noord-Brabant;Mierlo;Mierloo;Lijst;;;01-01-2004;Geldrop-Mierlo;
11379;0336;Utrecht;Mijdrecht;;Lijst;;;01-01-1989;Ronde Venen, De De Ronde Venen;
11360;1345;Zuid-Holland;Mijl, De De Mijl;De Mijl, Krabbe en Nadort;Lijst;01-04-1817;Dubbeldam;15-04-1857;Dubbeldam;
11112;0564;Zuid-Holland;Mijnsheerenland;"Mijn 's Heerenland van Moerkerken; Mijnsheerenland en Moerkerken";Lijst;;;01-01-1984;Binnenmaas;
11175;;Friesland;Mildam;;Lijst;01-01-1812;;01-10-1816;Schoterland;
10072;1259;Gelderland;Millingen;;Lijst;;;01-07-1954;Millingen aan de Rijn (naamswijziging);
10072;0265;Gelderland;Millingen aan de Rijn;;Lijst;01-07-1954;Millingen (naamswijziging);01-01-2015;Groesbeek;
10328;;Friesland;Minnertsga;;Lijst;01-01-1812;;01-10-1816;Barradeel;
11191;0816;Noord-Brabant;Moergestel;;Lijst;;;01-01-1997;Oisterwijk;
11377;0647;Zuid-Holland;Moerhuizen;;Lijst;01-01-1991;"Moerkapelle; Zevenhuizen";01-02-1992;Zevenhuizen-Moerkapelle (naamswijziging);
11383;0560;Zuid-Holland;Moerkapelle;"Moercapelle; Moercappelle; Moerkapelle en Wildevenen";Lijst;01-04-1817;Bleiswijk;01-01-1991;Moerhuizen;
10166;0561;Zuid-Holland;Molenaarsgraaf;;Lijst;;;01-01-1986;Graafstroom;
;1927;Zuid-Holland;Molenwaard;;Lijst;01-01-2013;"Graafstroom; Liesveld; Nieuw-Lekkerland";01-01-2019;Molenlanden;
10983;0423;Noord-Holland;Monnickendam;Monnikendam;Lijst;;;01-01-1991;Waterland;
10019;0562;Zuid-Holland;Monster;Monster, ter Heide, Poeldijk en Kwintsheul;Lijst;;;01-01-2004;Westland;
10266;0943;Limburg;Montfort;Monfort;Lijst;;;01-01-1991;Posterholt;
10120;0563;Zuid-Holland;Moordrecht;;Lijst;;;01-01-2010;Zuidplas;
10958;0424;Noord-Holland;Muiden;;Lijst;;;01-01-2016;Gooise Meren;
10273;0945;Limburg;Munstergeleen;;Lijst;;;01-01-1982;Sittard;
10550;0029;Groningen;Muntendam;;Lijst;;;01-01-1990;Oosterbroek;
11418;0565;Zuid-Holland;Naaldwijk;"Naaldwijk, Honselersdijk, Honderdland en Oranjepolder; Naaldwyk";Lijst;;;01-01-2004;Westland;
10514;;Zuid-Holland;Naaldwijk (Alblasserwaard);;Lijst;01-04-1817;Sliedrecht;23-08-1818;Sliedrecht;
10187;0425;Noord-Holland;Naarden;;Lijst;;;01-01-2016;Gooise Meren;
11384;1346;Zuid-Holland;Naters;Naters en Sint Pancrasgors;Lijst;01-04-1817;Rockanje;01-09-1855;Rockanje;
10310;1115;Gelderland;Nederhemert;;Lijst;;;01-07-1955;Kerkwijk;
10715;0426;Noord-Holland[2];Nederhorst den Berg;"Nederhorst den Berg, Overmeer en Hinderdam; Nederhorstdenberg; Nederhorst-den-Berg";Lijst;;;01-01-2002;Wijdemeren;Viel van 19-09-1814 tot 01-10-1819 onder Utrecht
10050;0643;Zuid-Holland;Nederlek;;Lijst;01-01-1985;"Krimpen aan de Lek; Lekkerkerk";01-01-2015;Krimpenerwaard;
10693;1347;Zuid-Holland;Nederslingeland;Neder-Slingeland;Lijst;01-04-1817;Noordeloos;19-08-1857;Peursum;
11361;;Noord-Brabant;Nederwetten en Eckart;;Lijst;;;01-01-1821;"Nuenen, Gerwen en Nederwetten; Woensel";
10367;0266;Gelderland;Neede;Nede;Lijst;;;01-01-2005;Berkelland;
10682;0947;Limburg;Neer;;Lijst;;;01-01-1991;Roggel;
10125;0304;Gelderland;Neerijnen;;Lijst;01-01-1978;"Est en Opijnen; Haaften; Ophemert; Varik; Waardenburg";01-01-2019;West Betuwe;
11001;1116;Limburg;Neeritter;"Neer-Itter; Neerritter";Lijst;;;01-07-1942;Hunsel;
10274;;Friesland;Nes;;Lijst;01-01-1812;;01-10-1816;Westdongeradeel;
10315;;Gelderland;Netterden;;Lijst;;;01-01-1821;Bergh;
10704;0715;Zeeland[2];Neuzen;;Lijst;;;15-07-1877;Ter Neuzen (naamswijziging);Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10091;0427;Noord-Holland;Nibbixwoud;"Nibbikswoud; Nibbixwoud en Hauwert";Lijst;;;01-01-1979;Wognum;
10923;0412;Noord-Holland;Niedorp;;Lijst;01-08-1970;Nieuwe Niedorp, Oude Niedorp, Winkel;01-01-2012;Hollands Kroon;
11426;;Zuid-Holland;Niemandsvriend;;Lijst;01-04-1817;Sliedrecht;23-08-1818;Sliedrecht;
11340;1117 (689);Zeeland;Nieuw- en Sint Joosland;"Nieuw en Sint Joosland; Nieuw- en Sint Joostland; Nieuw- en Sint-Joosland; Sint-Joosland";Lijst;01-01-1816;"Nieuwland (Walcheren); Sint Joosland";01-07-1966;Middelburg (Zeeland);
10092;0566;Zuid-Holland;Nieuw-Beijerland;"Nieuw Beijerland; Nieuwbeierland; Nieuwbeijerland";Lijst;;;01-01-1984;Korendijk;
10547;0571;Zuid-Holland;Nieuw-Lekkerland;;Lijst;;;01-01-2013;Molenwaard;
10073;0428;Noord-Holland;Nieuwe Niedorp;"Nieuweniedorp; Nieuwe-Niedorp";Lijst;;;01-08-1970;Niedorp;
10950;0030;Groningen;Nieuwe Pekela;"Nieuwe Pekel A; Nieuwe Pekel-A; Nieuwepekela; Nieuwe-Pekela";Lijst;;;01-01-1990;Pekela;
10502;1119 (568);Zuid-Holland;Nieuwe Tonge;"Nieuwe Tonge en Klinkerland; Nieuwetonge; Nieuwe-Tonge";Lijst;;;01-01-1966;Middelharnis;
10177;1120;Noord-Holland;Nieuwendam;Nieuwendam en Zunderdorp;Lijst;;;01-01-1921;Amsterdam;
10088;0948;Limburg;Nieuwenhagen;;Lijst;;;01-01-1982;Landgraaf;
10338;1121;Zuid-Holland;Nieuwenhoorn;"Nieuwenhoorn en Nieuwegote; Nieuwenhoven";Lijst;;;01-01-1960;Hellevoetsluis;
10799;1249;Noord-Holland;Nieuwer-Amstel;"Nieuwer Amstel; Nieuweramstel";Lijst;;;01-01-1964;Amstelveen (naamswijziging);
10911;1122;Zeeland;Nieuwerkerk (Duiveland);"Nieuwerkerk, Capelle en Botland; Nieuwerkerke [Duiveland]";Lijst;;;01-01-1961;Duiveland;
10855;0567;Zuid-Holland;Nieuwerkerk aan den IJssel;"Nieuwerkerk aan den IJsel; Nieuwerkerk op den IJssel; Nieuwerkerk-aan-den-IJsel";Lijst;;;01-01-2010;Zuidplas;
10014;;Zeeland;Nieuwerkerke (Schouwen);;Lijst;;;01-01-1813;Kerkwerve;
10008;0031;Groningen;Nieuweschans;"Nieuwe Schans; Nieuwe-Schans";Lijst;;;01-01-1990;Beerta;
11273;1349;Zuid-Holland;Nieuwveen;Nieuwveen (in Delfland);Lijst;01-04-1817;Nootdorp;01-01-1833;Nootdorp;
10406;0817;Noord-Brabant;Nieuw-Ginneken;Nieuw Ginneken;Lijst;01-01-1942;Ginneken en Bavel (deels);01-01-1997;Breda;
10264;1118;Zuid-Holland;Nieuw-Helvoet;"Nieuw Hellevoet; Nieuw Helvoet; Nieuwhellevoet; Nieuw-Helvoet en de Quack; Nieuw-Helvoet, de Kwak en het Weergors";Lijst;;;01-01-1960;Hellevoetsluis;
11278;1123;Noord-Brabant;Nieuwkuyk;"Nieuwkuijk; Nieuwkuijk c.a.; Nieuwkuijk en Onsenoort; Nieuwkuik";Lijst;;;01-05-1935;Vlijmen;
11213;0570;Zuid-Holland;Nieuwland;Nieuwland (Land van Arkel);Lijst;01-04-1817;Meerkerk;01-01-1986;Zederik;
11340;;Zeeland;Nieuwland (Walcheren);;Lijst;;;01-01-1816;Nieuw- en Sint Joosland;
11406;1348;Zuid-Holland;Nieuwland, Kortland en 's-Graveland;Nieuwland c.a.;Lijst;01-04-1817;Schiedam;01-09-1855;Kethel en Spaland;
10800;;Zeeland;Nieuwlande (Zuid-Beveland);;Lijst;;;01-01-1816;Krabbendijke;
10384;0170;Overijssel;Nieuwleusen;Nieuwleuzen;Lijst;01-07-1818;Dalfsen;01-01-2001;Dalfsen;
10126;0032;Groningen;Nieuwolda;"Nieuwolde; Nieuwwolde";Lijst;;;01-01-1990;Scheemda;
10748;0572;Zuid-Holland;Nieuwpoort;;Lijst;;;01-01-1986;Liesveld;
11140;0949;Limburg;Nieuwstadt;Nieuwstad;Lijst;;;01-01-1982;Susteren;
10459;;Zeeland;Nieuw-Strijen;;Lijst;;;01-01-1813;Poortvliet;
10487;0573;Zuid-Holland[2];Nieuwveen;"Nieuweveen met Uiterbuurt; Nieuwveen en de Uiterbuurt";Lijst;;;01-01-1994;Liemeer (naamswijziging);Viel tot 19-09-1814 onder Utrecht
11165;0690;Zeeland[2];Nieuwvliet;;Lijst;;;01-04-1970;Oostburg;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10401;0818;Noord-Brabant;Nieuw-Vossemeer;"Nieuw Vosmeer; Nieuw Vossemeer; Nieuwvosmeer; Nieuw-Vosmeer";Lijst;;;01-01-1997;Steenbergen;
10025;;Gelderland;Niftrik;;Lijst;;;01-01-1818;Wijchen;
10160;0337;Utrecht;Nigtevecht;"Nichtevecht; Nigtevecht en Hinderdam; Nigtevegt";Lijst;01-01-1818;Nederhorst den Berg;01-01-1989;Loenen;
10463;;Gelderland;Nijbroek;;Lijst;;;01-01-1818;Voorst;
10768;0104;Friesland;Nijefurd;;Lijst;01-01-1984;Hemelumer Oldeferd, Hindeloopen, Stavoren, Workum;01-01-2011;Súdwest-Fryslân;
10774;0121;Drenthe;Nijeveen;Nieuwveen;Lijst;;;01-01-1998;Meppel;
11321;;Friesland;Nijland;;Lijst;;;01-10-1816;Wymbritseradeel;
11086;0691;Zeeland;Nisse;;Lijst;;;01-01-1970;Borsele;
10094;0819;Noord-Brabant;Nistelrode;;Lijst;;;01-01-1994;Heesch;
10283;0950;Limburg;Noorbeek;;Lijst;;;01-01-1982;Margraten;
10814;1126;Groningen;Noordbroek;;Lijst;;;01-07-1965;Oosterbroek;
10979;1127 (034);Groningen;Noorddijk;;Lijst;;;01-01-1969;Groningen;
10296;0574;Zuid-Holland;Noordeloos;Noordeloos en Overslingeland;Lijst;;;01-01-1986;Giessenlanden;
10924;0529;Noord-Holland;Noorder-Koggenland;;Lijst;01-01-1979;"Abbekerk; Midwoud; Opperdoes; Sijbekarspel; Twisk";01-01-2007;Medemblik;
11107;1128;Zeeland;Noordgouwe;;Lijst;;;01-01-1961;Brouwershaven;
10144;1404;Flevoland;Noordoostelijke Polder, Openbaar Lichaam;;Lijst;07-08-1942;Inpoldering;01-07-1962;Noordoostpolder;
10993;1350;Utrecht;Noord-Polsbroek;Noord Polsbroek;Lijst;01-01-1818;;08-09-1857;Polsbroek;
10075;1124;Noord-Holland;Noord-Scharwoude;"Noord Scharwoude; Noordscharwoude";Lijst;01-05-1817;Scharwoude (Langendijk);01-08-1941;Langedijk;
11342;1125;Zuid-Holland;Noord-Waddinxveen;"Noord Waddinxveen; Noordwaddinxveen; Noord-Waddinxveen en Sint Hubertsgericht";Lijst;01-04-1817;Waddinxveen (Oud);01-07-1870;Waddinxveen;
10055;1129;Zeeland;Noordwelle;;Lijst;;;01-01-1961;Westerschouwen;
11134;0236;Zuid-Holland;Noordwijkerhout;;Lijst;;;01-01-2019;Noordwijk;
11322;;Friesland;Noordwolde;;Lijst;01-01-1812;;01-10-1816;Weststellingwerf;
10601;0577;Zuid-Holland;Nootdorp;Nootdorp, Hoogeveen en Nieuweveen;Lijst;;;01-01-2002;Pijnacker-Nootdorp;
10608;0120;Drenthe;Norg;Norgh;Lijst;;;01-01-1998;Noordenveld;
10761;;Noord-Brabant;Nuenen en Gerwen;;Lijst;;;01-01-1821;Nuenen, Gerwen en Nederwetten;
10118;0821;Noord-Brabant;Nuland;;Lijst;;;01-01-1993;Maasdonk;
11346;0578;Zuid-Holland;Numansdorp;Numansdorp of de Buitensluis;Lijst;;;01-01-1984;Cromstrijen;
10736;1130;Limburg;Nunhem;Nunheim;Lijst;;;01-10-1942;Haelen;
10512;;Gelderland;Nunspeet (Oud);;Lijst;01-01-1812;Ermelo (deels);01-01-1818;Ermelo;
10104;0951;Limburg;Nuth;;Lijst;;;01-01-2019;Beekdaelen;
10388;0952;Limburg;Obbicht en Papenhoven;"Obbicht; Obbicht c.a.; Oppicht en Papenhoven";Lijst;;;01-01-1982;Born;
11338;0429;Noord-Holland;Obdam;Opdam;Lijst;;;01-01-2007;Koggenland;
10832;;Gelderland;Ochten;;Lijst;;;01-01-1818;Echteld (naamswijziging);
11003;1131;Utrecht;Odijk;Odik;Lijst;01-01-1818;Werkhoven;01-09-1964;Bunnik;
11320;0122;Drenthe;Odoorn;;Lijst;;;01-01-1998;Borger-Odoorn;
10360;0822;Noord-Brabant;Oeffelt;Oefelt;Lijst;;;01-01-1994;Boxmeer;
10739;;Friesland;Oenkerk;;Lijst;01-01-1812;;01-10-1816;Tietjerksteradeel;
10119;1132;Noord-Brabant;Oerle;;Lijst;;;01-05-1921;Veldhoven;
10420;0953;Limburg;Ohé en Laak;"Ohé c.a.; Ohe en Laak; Ohee; Ohée en Laak; Ooë en Laak";Lijst;;;01-01-1991;Maasbracht;
10869;1150;Noord-Brabant;Oijen en Teeffelen;"Oijen c.a.; Ooien; Ooien en Teefelen; Ooijen en Teefelen; Oyen";Lijst;;;01-01-1939;Lith;
10504;0954;Limburg;Oirsbeek;Oorsbeek;Lijst;;;01-01-1982;Schinnen;
11368;;Friesland;Oldeboorn;;Lijst;01-01-1812;;01-10-1816;Utingeradeel;
10298;0035;Groningen;Oldehove;Oldenhove;Lijst;;;01-01-1990;Zuidhorn;
11332;0036;Groningen;Oldekerk;;Lijst;;;01-01-1990;Grootegast;
10858;0172;Overijssel;Oldemarkt;"Oldemark; Oldemarkt en Paasloo";Lijst;;;01-01-1973;IJsselham;
10409;0174;Overijssel;Olst;;Lijst;;;26-03-2002;Olst-Wijhe (naamswijziging);
11069;;Overijssel;Ommen (Oud);;Lijst;;;01-07-1818;"Ambt Ommen; Avereest; Stad Ommen";
10492;0881;Limburg;Onderbanken;;Lijst;01-01-1982;"Bingelrade; Jabeek; Merkelbeek; Schinveld";01-01-2019;Beekdaelen;
10610;1250 (037);Groningen;Onstwedde;;Lijst;;;01-01-1969;Stadskanaal (naamswijziging);
11217;1351;Zuid-Holland;Onwaard;"Ontwaard; Onwaard, Oud- en Nieuw-Kraijerspolder en Kraaijenisse";Lijst;01-04-1817;Dirksland;19-08-1857;Melissant;
10810;;Gelderland;Ooij en Persingen;;Lijst;;;01-01-1818;Ubbergen;
11163;1133 (580);Zuid-Holland;Ooltgensplaat;Ooltjensplaat;Lijst;;;01-01-1966;Oostflakkee;
11442;;Limburg;Oost (Limburg);;Lijst;;;06-03-1828;Eijsden;
11393;;Zeeland;Oost- en Middelzwake;"Zwake; Zwake en Middelzwake";Lijst;;;01-01-1816;Gravenpolder, 's 's-Gravenpolder;
10943;1134;Zuid-Holland;Oost- en West- Barendrecht;;Lijst;01-01-1837;"Oost-Barendrecht; West-Barendrecht";01-01-1905;Barendrecht;
11396;1135 (693);Zeeland;Oost- en West-Souburg;"Oost- en Westsouburg; Oost- en West-Zouburg; Soeburg";Lijst;01-01-1835;"Oost-Souburg; West-Souburg";01-07-1966;Vlissingen;
10220;0825;Noord-Brabant;Oost-, West- en Middelbeers;"Oostelbeers; Oostelbeers c.a.";Lijst;;;01-01-1997;Oirschot;
10286;1352;Zuid-Holland;Oost-Barendrecht;Oost Barendrecht;Lijst;01-04-1817;Barendrecht (Oud);01-01-1837;Oost- en West- Barendrecht;
10782;0692;Zeeland[2];Oostburg;;Lijst;;;01-01-2003;Sluis;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
11102;0084;Friesland;Oostdongeradeel;Oost-Dongeradeel;Lijst;01-10-1816;"Anjum; Ee; Metslawier";01-01-1984;Dongeradeel;
10336;;Gelderland;Oosterbeek;;Lijst;;;01-01-1818;"Doorwerth; Renkum";
11282;0033;Groningen;Oosterbroek;;Lijst;01-07-1965;"Noordbroek; Zuidbroek (Groningen)";01-02-1991;Menterwolde (naamswijziging);
10877;;Friesland;Oosterend;;Lijst;01-01-1812;;01-10-1816;Hennaarderadeel;
10490;0123;Drenthe;Oosterhesselen;;Lijst;13-07-1819;Dalen (deels);01-01-1998;Coevorden;
11237;1136;Zeeland;Oosterland;Oosterland en Sirjansland;Lijst;;;01-01-1961;Duiveland;
11161;;Friesland;Oostermeer;;Lijst;01-01-1812;;01-10-1816;Tietjerksteradeel;
10836;;Friesland;Oosterwolde (Friesland);;Lijst;01-01-1812;;01-10-1816;Ooststellingwerf;
11061;;Gelderland;Oosterwolde (Gelderland);;Lijst;01-01-1812;Doornspijk (deels);01-01-1818;Doornspijk;
11201;;Friesland;Oosterzee;;Lijst;01-01-1812;;01-10-1816;Lemsterland;
10714;0580;Zuid-Holland;Oostflakkee;;Lijst;;;01-01-2013;Goeree-Overflakkee;
11121;0430;Noord-Holland;Oosthuizen;Oosthuizen en Hobrede;Lijst;;;01-08-1970;Zeevang;
10720;1137 (694);Zeeland;Oostkapelle;Oostkappelle;Lijst;;;01-07-1966;Domburg;
11396;1353;Zeeland;Oost-Souburg;Oost Souburg;Lijst;;;01-01-1835;Oost- en West-Souburg;
10009;0581;Zuid-Holland;Oostvoorne;"Oostvoorn c.a.; Oostvoorne, Rugge, Oosterland en Oud- en Nieuw-Kleiburg";Lijst;;;01-01-1980;Westvoorne;
11079;0176;Overijssel;Ootmarsum;Ootmarssum;Lijst;;;01-01-2001;Denekamp;
10829;0270;Gelderland;Ophemert;;Lijst;01-01-1818;Varik;01-01-1978;Neerijnen;
11092;;Gelderland;Opijnen;;Lijst;;;01-01-1818;Est en Opijnen (naamswijziging);
10110;;Noord-Brabant;Oploo;;Lijst;;;01-01-1821;Oploo, St. Anthonis en Ledeacker;
11415;0827;Noord-Brabant;Oploo, St. Anthonis en Ledeacker;"Oploo, St. Anthonis en Ledeacker; Oploo; Oploo c.a.";Lijst;01-01-1821;"Oploo; Sint Anthonis en Ledeacker";01-01-1994;St. Anthonis;
10523;0433;Noord-Holland;Opperdoes;Oppedoes;Lijst;01-05-1817;Twisk;01-01-1979;Noorder-Koggenland;
10929;0829;Noord-Brabant;Ossendrecht;;Lijst;;;01-01-1997;Woensdrecht;
10841;1138;Zeeland[2];Ossenisse;;Lijst;;;01-07-1936;Vogelwaarde;Viel van 14-02-1814 tot 28-4-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10133;0434;Noord-Holland;Oterleek;;Lijst;01-05-1817;Heerhugowaard;01-08-1970;Schermer;
11389;;Gelderland;Otterlo;;Lijst;01-01-1812;Ede (deels);01-01-1818;Ede;
10862;0955;Limburg;Ottersum;;Lijst;;;01-01-1973;Gennep;
10097;0582;Zuid-Holland;Ottoland;;Lijst;01-04-1817;Goudriaan;01-01-1986;Graafstroom;
11363;0831;Noord-Brabant;Oud- en Nieuw-Gastel;"Gastel [West-Brabant]; Oud en Nieuw Gastel; Oud- en Nieuwgastel; Oudgastel";Lijst;;;01-01-1997;Halderberge;
11302;1139;Zuid-Holland;Oud- en Nieuw-Mathenesse;"Oud en Nieuw Mathenesse; Oud- en Nieuw-Mathenes";Lijst;01-04-1817;"Kethel en Spaland (deels); Schiedam (deels)";01-01-1868;Schiedam;
10826;0583;Zuid-Holland;Oud-Alblas;"Alblas (Oud-); Oud Alblas; Oudalblas";Lijst;;;01-01-1986;Graafstroom;
11301;0584;Zuid-Holland;Oud-Beijerland;;Lijst;;;01-01-2019;Hoeksche Waard;
11126;1142 (585);Zuid-Holland;Ouddorp;Ouddorp, Oudeland, Oude- en Westnieuwland. Oost- en Westdijk;Lijst;;;01-01-1966;Goedereede;
10347;1356;Zuid-Holland;Oude en Nieuwe Struiten;;Lijst;01-04-1817;Hellevoetsluis;01-09-1855;Nieuw-Helvoet;
10896;0436;Noord-Holland;Oude Niedorp;"Oude Niedorp en Zijdewind; Oudeniedorp; Oude-Niedorp";Lijst;;;01-08-1970;Niedorp;
10848;0038;Groningen;Oude Pekela;"Oude Pekel A; Oude Pekel-A; Oudepekela; Oude-Pekela";Lijst;;;01-01-1990;Pekela;
10714;1143 (588);Zuid-Holland;Oude Tonge;"Oudetonge; Oude-Tonge";Lijst;;;01-01-1966;Oostflakkee;
10386;;Friesland;Oudeberkoop;Oldeberkoop;Lijst;01-01-1812;;01-10-1816;Ooststellingwerf;
10472;;Friesland;Oudega;;Lijst;01-01-1812;;01-10-1816;Smallingerland;
11139;0695;Zeeland;Oudelande;;Lijst;;;01-01-1970;Borsele;
10397;0830;Noord-Brabant;Oudenbosch;Oudenbos;Lijst;;;01-01-1997;Halderberge;
11090;0435;Noord-Holland;Oudendijk;;Lijst;01-05-1817;Beets;01-01-1979;Wester-Koggenland;
10380;0586;Zuid-Holland;Oudenhoorn;;Lijst;;;01-01-1980;Bernisse;
10114;1144;Utrecht;Oudenrijn;"Ouden Rhijn; Ouden Rijn; Oudenrhijn; Oudenrijn en Heikop";Lijst;01-01-1818;Jutphaas;01-01-1954;"Utrecht (deels); Vleuten-De Meern";
10095;0587;Zuid-Holland;Ouderkerk;;Lijst;01-01-1985;"Gouderak; Ouderkerk aan den IJssel";01-01-2015;Krimpenerwaard;
10095;0587;Zuid-Holland;Ouderkerk aan den IJssel;"Ouderkerk aan den IJsel; Ouderkerk op den Yssel; Ouderkerk-aan-den-IJsel; Ouwerkerk aan den IJssel";Lijst;;;01-01-1985;Ouderkerk;
10812;1145;Noord-Brabant;Oudheusden;"Oudheusden c.a.; Oudheusden, Elshout en Hulten";Lijst;;;01-05-1935;Drunen;
11171;1357;Utrecht;Oudhuizen;;Lijst;01-01-1818;Wilnis;08-09-1857;Wilnis;
11051;1146;Noord-Holland;Oudkarspel;"Oud Carspel; Oudcarspel; Oud-Carspel; Oudecarspel";Lijst;;;01-08-1941;Langedijk;
10363;0438;Noord-Holland;Oudorp;Ouddorp (Noord-Holland);Lijst;01-05-1817;Broek op Langendijk;01-10-1972;Alkmaar;
11011;1147;Zuid-Holland;Oudshoorn;"Oudshoorn en de Gnephoek; Oudshoorn en Gnephoek";Lijst;;;01-01-1918;Alphen aan den Rijn;
10868;1140;Limburg;Oud-Valkenburg;"Oud Valkenburg; Oudvalkenburg";Lijst;;;01-10-1940;Valkenburg (Limburg);
10134;0696;Zeeland;Oud-Vossemeer;"Oud Vosmeer; Oud Vossemeer; Oudvosmeer; Oud-Vosmeer; Oud-Vosmeer en Vrijberge";Lijst;;;01-07-1971;Tholen;
11348;1141;Limburg;Oud-Vroenhoven;Oud Vroenhoven;Lijst;18-07-1839;België;01-01-1920;Maastricht;
10353;;Friesland;Oudwoude;;Lijst;01-01-1812;;01-10-1816;Kollumerland en Nieuwkruisland;
11356;1355;Utrecht;Oud-Wulven;"Oud Wulven; Oudwulven";Lijst;01-01-1818;Houten;08-09-1857;Houten;
11310;1358;Zuid-Holland[2];Oukoop;"Oudkoop; Oukoop en Kortehoeve";Lijst;01-01-1818;Waarder;19-08-1857;Hekendorp;Viel tot 01-01-1821 onder Utrecht
10968;1148;Zeeland;Ouwerkerk;;Lijst;;;01-01-1961;Duiveland;
10952;0271;Gelderland;Overasselt;;Lijst;;;01-07-1980;Heumen;
10683;1149;Zuid-Holland;Overschie;"Ouwerschie; Overschie en Hoogeban";Lijst;;;01-08-1941;Rotterdam;
10730;0697;Zeeland[2];Overslag;;Lijst;;;01-04-1970;Axel;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
11422;0698;Zeeland;Ovezande;"Overzande; Ovezand";Lijst;;;01-01-1970;Borsele;
10518;0272;Gelderland;Pannerden;;Lijst;01-01-1818;Herwen;01-01-1985;Rijnwaarden;
